BLUE PLAQUE DATABASE - NOKIA MAPS,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,
Version #  >>,,39,   Please update the version number everytime an updated doc is sent to PaperSeven,,,,,,,,,,,,
Shared plaque,,,,,,,,,,,,,,,
Example Dataset,,,,,,,,,,,,,,,
Number,Plaque Subject Title,Plaque Subject Forenames,Plaque Subject Surname,Plaque Subject Birth/Death,Plaque Address Line 1,Plaque Address Line 2,Plaque GPS Reference,Plaque GPS Reference,Plaque Category 1,Plaque Category 2,Plaque Information 1,Plaque information 2,Plaque Info,Plaque More Info,
20,Sir,Edward C.,Burne-Jones,1833-1898,41 Kensington Square,South Kensington,[LEAVE BLANK],[LEAVE BLANK],Broad Category,Broad Category,Information ,Information,Sir Edward Burne-Jones 1833-1898 artist lived here 1865-1867,http://en.wikipedia.org/wiki/Edward_Burne-Jones,
This is ref only - not visible to user,Leave blank if nothing specific,Include middle names where relevant,,No need to include brackets,,No postcode needed,PaperSeven to source,PaperSeven to source,To be defined by Build ,Only use if subject sits in more than 1 category,Only use if subject sits in more than 1 category,,,Website URL e.g. Wikipedia link,
,,,,,,,,,,,,,,,
Number,Plaque Subject Title,Plaque Subject Forenames,Plaque Subject Surname,Plaque Subject Birth/Death,Plaque Address Line 1,Plaque Address Line 2,Latitude,Longitude,Plaque Category 1,Plaque Category 2,Plaque Category 3,,Plaque Info,Plaque More Info,Plaque More Info
79,,Luke,Howard,1772-1864,7 Bruce Grove,Tottenham,51.59481,-0.07066,Science & Engineering,,Namer of clouds,,Luke Howard (1772-1864) Namer of clouds lived and died here,http://en.wikipedia.org/wiki/Luke_Howard,"Luke Howard was a British manufacturing chemist and an amateur meteorologist.  From 1801 he made comprehensive recordings of the weather and these inspired his writing 'Essay on the Modification of Clouds' in 1803. It was in this publication that Howard first proposed the three principal categories of clouds: cumulus, stratus and cirrus, as well as several sub-categories. His work was of significant impact on the study of weather and despite having no formal scientific education is known today as the 'father of meteorology'.  He was elected a Fellow of the Royal Society on 8 March 1821. ",
80,,Robert,Baden-Powell,1857-1941,9 Hyde Park Gate,Kensington,51.500929,-0.181478,Politics,,Chief Scout,,Robert Baden-Powell (1857-1941) Chief Scout of the World lived here,http://en.wikipedia.org/wiki/Baden-Powell,"Robert Baden-Powell is best known as the founder and Chief Scout of the Scout Movement. Baden-Powell served as lieutenant general in the British Army in India and Africa from 1876 until 1910, and in that time he formulated many of his ideas of the Scout movement. In 1907 he held the first Brownsea Island Scout camp- now seen as the beginning of scouting- and in 1908 published 'Scouting for Boys' which became the handbook for the movement. Baden-Powell was listed in the Nazis 'black book' which named key figures to be arrested if England was invaded by Germany during WWII: they considered scouting to be a spy organisation and Baden-Powell untrustworthy. Scouting continues to be popular around the world today.",
81,Sir,Christopher,Wren,1632-1723,The Old Court House,Hampton Court Green,51.40521,0.34211,Science & Engineering,,Architect,,Sir Christopher Wren (1632-1723) Architect lived here,http://en.wikipedia.org/wiki/Sir_Christopher_Wren,"Sir Christopher Wren was an English astronomer, mathematician and physicist, and one of the most acclaimed architects of all time. Wren is widely associated with the major rebuilding programme following the Great Fire of London in 1666, including St Paul's Cathedral and the lesser-known Monument, which was built to commemorate the fire and celebrate the rebuilding of the City. He was also responsible for the design of Greenwich Naval College, Kensington Palace, the library at Trinity College in Cambridge, and the south front of Hampton Court Palace. He was a founder of the Royal Society of which he was President from 1680 to 1682, and his scientific work was much admired by others, including Sir Isaac Newton.",
82,,Alfred ,Waterhouse,1830-1905,61 New Cavendish Street,Marylebone,51.5195,-0.146337,Science & Engineering,,Architect,,Alfred Waterhouse (1830-1905) Architect lived here,http://en.wikipedia.org/wiki/Alfred_Waterhouse,"Alfred Waterhouse was a British architect, particularly associated with Victorian Gothic Revival architecture. He designed a wide variety of buildings throughout the country but he is best known for designing the Natural History Museum in London, and Manchester Town Hall. Financially speaking, Waterhouse was probably the most successful of all Victorian architects. Though an expert in Neo-Gothic, Renaissance revival, and Romanesque revival forms, he never limited himself to a single architectural style. Waterhouse designed and lived in his house on New Cavendish Street, London. ",
83,,C.F.A.,Voysey,1857-1941,6 Carlton Hill,St John's Wood,51.5372,-0.179353,Science & Engineering,,Architect,,C.F.A. Voysey (1857-1941) Architect and Designer lived here,http://en.wikipedia.org/wiki/Charles_Voysey_(architect),"CFA Voysey was an English architect and furnishings designer. Voysey began his career designing wallpaper and fabrics in the 1880s, his style much influenced by the Arts and Crafts Movement led by William Morris. Later he concentrated on architecture, and was unusual in his approach of designing every aspect of a house, including the furniture. He was concerned with form and function, and shunned ornamental complexities that were popular at the time. Such was Voysey's influence in the 1920s and 1930s he is often credited as being a pioneer of modern architecture, opting to eliminate detail and celebrate simplification of form, which is in contrast to the ornate decoration of his textile and wallpaper creations. ",
84,,Michael,Ventris,1922-1956,19 North End,Hampstead,51.56813,-0.18157,Science & Engineering,,Architect,,Michael Ventris (1922-1956) Architect and Decipherer of Linear B script lived here,http://en.wikipedia.org/wiki/Michael_Ventris,"Michael Ventris was an English architect and classical scholar who had a prodigious gift for languages. He is most famous for co-deciphering of Linear B, an early form of Greek; it pre dated the Greek alphabet by several centuries and had died out thousands of years before. In just his late twenties when he completed this feat, Ventris was awarded an OBE in 1955 in recognition of the significance of his work. He was to die only a year later in a car crash, aged 34.",
85,,Thomas Smith,Tait,1882-1954,"Gates House, Wyldes Close",Hampstead,51.56954,-0.19819,Science & Engineering,,Architect,,Thomas Smith Tait (1882-1954) Architect lived here ,http://en.wikipedia.org/wiki/Thomas_Smith_Tait,"Thomas Smith Tait was a prominent Scottish Modernist architect, who designed a number of Art Deco buildings. Having attended Glasgow School of Art, prestigious architects John Burnet & Sons recruited Tait in 1902 and he became a partner in 1918. It was at the practice that Tait produced his most notable works including the pylons for Sydney Harbour Bridge, St Andrew's House in Edinburgh and the later phases of Selfridge's, London. He also designed several modernist houses in St John's Wood as well as war memorials following the First World War. Tait lived in Gates House in Hampstead from 1928, which he tactfully modernised, fitting it out with Art Deco features. ",
86,Sir,Robert,Smirke,1831-1912,81 Charlotte Street,Fitzrovia,51.5203,-0.136658,Science & Engineering,,Architect,,Sir Robert Smirke (1780-1867) Architect lived here ,http://en.wikipedia.org/wiki/Sir_Robert_Smirke,"Sir Robert Smirke was an English architect famous for his Greek Revivalist style. Like many architects of his time, Smirke was greatly influenced by the buildings and palaces he visited during his 'Grand Tour' of Europe during 1801-1805. The largest and best known of Smirke's buildings is the main block of London's British Museum, which he was invited to design in 1820. The main facade of the Museum and its great colonnade of 44 Greek iconic columns, are loosely based on those of Athena Polias at Priene-the ancient Greek city of Ionia, which he visited during his tour.  ",
87,,Dante Gabriel,Rossetti,1828-1882,16 Cheyne Walk,Chelsea,51.48382,0.16572,Arts,,Painter,Poet,Dante Gabriel Rossetti (1828-1882) poet and painter and Algernon Charles Swinburne (1837-1909) poet lived here,http://en.wikipedia.org/wiki/Dante_Gabriel_Rossetti,"Dante Gabriel Rossetti was a British painter and poet, and co-founder of the celebrated Pre-Raphaelite Brotherhood group of artists. His work was highly influential, particularly on his contemporaries William Morris and Edward Burne-Jones. After the death of his wife and muse Lizzie Siddal, Rossetti moved into this house where he lived for twenty years, surrounding himself with extravagant furnishings and exotic animals and birds, eventually becoming a recluse. Several of his paintings now belong to the Tate Gallery. For a time he lived here with his friend, the celebrated writer Algernon Charles Swinburne. ",
88,Sir,Robert,Peel,1788-1850,16 Upper Grovesnor Street,Mayfair,51.5102,-0.1546,Politics,Science & Engineering,Prime Minister,Founder,Sir Robert Peel (1750-1830) Manufacturer and reformer and his son Sir Robert Peel (1788-1850) Prime Minister Founder of the Metropolitan Police lived here,http://en.wikipedia.org/wiki/Sir_Robert_Peel,"Sir Robert Peel was a British Conservative statesman who twice served as Prime Minister in the early-mid 19th Century. As home secretary, he formed the Metropolitan Police Force in 1829, which became the model of modern policing throughout the country. Police officers were affectionately nicknamed 'Bobbies' in his honour, and are often still called so today. Although unpopular at first, the constables proved successful at cutting crime. He lived here with his father Sir Robert Peel who was a British politician and industrialist, and one of the early textile manufacturers of the Industrial Revolution. ",
89,Sir,Robert,Walpole,1676-1745,5 Arlington Street,St James's,51.50701,-0.14081,Politics,Arts,Prime Minister,,Sir Robert Walpole (1676-1745) Prime Minister and his son Horace Walpole (1717-1797) Connoisseur and Man of Letters lived here,http://en.wikipedia.org/wiki/Robert_Walpole,Sir Robert Walpole was a British statesman who is generally regarded as the first prime minister of Great Britain. Such was his influence in the Cabinet and the politics of his day he was gifted 10 Downing Street by King George II; it remains the HQ of the British government today. His strategy of keeping Great Britain at peace in a historically unsettled period contributed greatly to its prosperity at the time. He lived here with his son Horace who is best known for his building of Strawberry Hill in Twickenham.,
90,,Phyllis ,Pearsall,1906-1996,3 Court Lane Gardens,Dulwich,51.449046,-0.081723,Science & Engineering,,Inventor,,Phyllis Pearsall (1906-1996) inventor of the London A to Z lived here,http://en.wikipedia.org/wiki/Phyllis_Pearsall,"Phyllis Pearsall was the creator of the A to Z map of London. Born in East Dulwich, she was widely travelled in Europe and made her living as a writer and painter, before returning to London. One evening in 1935 she became lost in the capital, and realised that her map, the most recent available, was published in 1919. She set about producing her own map, compiling 23,000 card alphabetical index of the streets. The first A to Z was published in 1936 and was an enormous success. Her company, Geographers' Map Company Ltd, is now the largest independent map publishers in the UK and its motto is 'On we go', given to them by Pearsall. She was awarded an MBE in 1989.",
91,,Oscar,Wilde,1854-1900,34 Tite Street,Chelsea,51.4858,-0.160902,Arts,,Wit ,Dramatist,Oscar Wilde (1854-1900) wit and dramatist lived here,http://en.wikipedia.org/wiki/Oscar_Wilde,"Oscar Wilde was an Irish writer and poet. He was one of the best-known figures of the late-Victorian era, famous for his plays, biting wit and flamboyant character. He wrote some of the best-loved and endearing plays and books such as  'The Importance of Being Earnest', and 'The Picture of Dorian Gray' and children's books 'The Selfish Giant' and 'The Happy Prince'. In 1895, at the height of his fame he attempted to bring a libel case against the father of his male lover, but which ultimately led to his own arrest and trial for gross indecency. He was imprisoned for two years' hard labour; upon his release he fled to Paris where he died destitute, in 1900. ",
92,Dr,Samuel,Johnson,1709-1784,8 Russell Street,Covent Garden,51.512451,-0.121554,Arts,,Author,,"In this house occupied by Thomas Davies (1712-1785), bookseller, Dr. Samuel Johnson (1709-1784) first met James Boswell (1740-1795) in 1765",http://en.wikipedia.org/wiki/Life_of_Samuel_Johnson,"Dr Samuel Johnson was a writer, poet and essayist who made lasting contributions to English literature. His work 'A Dictionary of the English Language' was published in 1755. It took him nine years to complete and was considered one of the greatest single achievements of scholarship. It was unsurpassed for 150 years, when the 'Oxford English Dictionary' was introduced. This house was occupied by Thomas Davies a bookseller and author, and it was he that first introduced Dr Johnson to James Boswell at this address. Boswell wrote 'The Life of Samuel Johnson' which is regarded as the greatest biography in the English language.",
93,,James,Glaisher,1809-1903,20 Dartmouth Hill,Blackheath,51.4718,-0.008159,Science & Engineering,,Astronomer,Pioneer,"James Glaisher (1809-1909) Astronomer, Meteorologist and pioneer of weather forecasting lived here",http://en.wikipedia.org/wiki/James_Glaisher,"James Glaisher was an English meteorologist and aeronaut, but is most famous as a pioneering balloonist. Between 1862-1866 Glaisher made numerous ascents to measure the atmosphere's humidity and temperature at its highest levels. His ascent on September 5th 1862 broke the world record for altitude, but he passed out at around 8,800 metres before a reading could be taken; estimates suggest it may have been as high as 10,900 metres (2,052 metres higher than Mt Everest). Glaisher was a founder member of the Meteorological Society, and worked at the Royal Greenwich Observatories from 1835-1869. ",
94,,Frank ,Pick,1878-1941,15 Wildwood Road,Hampstead,51.5774,-0.182078,Science & Engineering,,Transport,Engineering,Frank Pick (1878-1941) Pioneer of Good Design for London Transport lived here,http://en.wikipedia.org/wiki/Frank_Pick,"Frank Pick was a British transport administrator, who became one of the most important commissioners of art in Britain. Pick rose through the corporate ranks of the Underground Electric Railway Company of London (UERL) to become managing director in 1928. Early in his career he began work on developing a strong brand identity and visual style for which the London Underground is now famous. From standardisation of signage, to commissioning the Johnston 'Underground' typeface, Pick was responsible for creating some of the most iconic imagery of London's transport system, and in the history of graphic design.",
95,,Amy,Johnson,1903-1941,Vernon Court,Cricklewood,51.55941,-0.19819,Science & Engineering,,Aviator,,Amy Johnson (1903-1941) Aviator lived here,http://en.wikipedia.org/wiki/Amy_Johnson,"Amy Johnson was a pioneering English aviator. She achieved worldwide recognition as a pilot in 1930, when she became the first woman to fly solo from Britain to Australia, in her biplane nicknamed Jason. Johnson married fellow aviator James Mollison and together they broke numerous long-distance flying records, including in 1933 being the first husband and wife team to fly non-stop from Britain to the USA. During WWII Johnson was recruited into the Air Transport Auxiliary, part of the Royal Air Force that was responsible for ferrying military aircraft across the country. On a routine flight on 5 January 1941, Johnson went off course in bad weather and was forced to bail out into the Thames Estuary; her body was never recovered. ",
96,,Charles,Dickens,1812-1870,48 Doughty Street,Holborn,51.5236,-0.116391,Arts,,Writer,,Charles Dickens (1812-1870) Novelist lived here,http://en.wikipedia.org/wiki/Dickens,"Charles Dickens was an English writer who is regarded as the greatest novelist of the Victorian period; he was responsible for some of English literature's most iconic stories and characters. Thrust into poverty at an early age, Dickens drew much inspiration for his novels 'Great Expectations' and 'David Copperfield' from the appalling conditions he experienced working in a factory as a boy. His work has never been out of print and his novel 'A Christmas Carol' has sold over 200 million copies since its publication in 1859. Dickens and his family lived at 48 Doughty Street from 1837 to 1839, and it was here that his sister-in-law Mary died in his arms after a brief illness; his memories of her inspired several characters in his novels, notably Little Nell in 'The Old Curiosity Shop'. ",
97,,Charles,Rolls,1877-1910,14/15 Conduit Street,Mayfair,51.512388,-0.141765,Science & Engineering,,Pioneer,Motoring,Charles Rolls (1877-1910) Pioneer of Motoring and Aviation worked here 1905-1910,http://en.wikipedia.org/wiki/Charles_Rolls,"Charles Rolls was a pioneer of motoring and aviation technologies. As a young man Rolls studied mechanical and applied science, and became an early motoring enthusiast, travelling to Paris to buy his first car, a Peugeot. In 1903, he founded C.S. Rolls & Co, in Fulham, one of the first car dealerships in Britain, but a meeting in 1904 with manufacturer Charles Royce was the start of the now infamous partnership; the result was one of the worlds best-known car brands, the Rolls-Royce. Rolls was also a pioneer aviator and balloonist, and would fly his plane at spectacular aeronautical displays, but tragically died in a flying accident at one such event, aged just 32.",
98,Lady,Violet,Bonham Carter,1887-1969,43 Gloucester Square,Paddington,51.514411,-0.170092,Politics,,Politician ,Writer,"Lady Violet Bonham Carter, Baroness Asquith of Yarnbury (1887-1969) Politician and writer lived here","http://en.wikipedia.org/wiki/Violet_Bonham_Carter,_Baroness_Asquith_of_Yarnbury","As the daughter of British Prime Minister H.H. Asquith, Lady Violet Bonham Carter grew up surrounded by politics. She was also a keen writer and diarist, and involved in arts and literature of her time. In her adult life Bonham Carter became an active Liberal politician at a time when it was uncommon for women to be in such frontline political roles; she was also a great friend of Winston Churchill. Bonham Carter recognised early on the dangers of rising European fascism, and was a key member of several anti-fascist groups, as such she was listed in the Nazis' so-called  'Black Book'. She is the grandmother of British actress Helena Bonham Carter.",
99,,Sam,Wanamaker,1919-1993,21 New Globe Walk,Bankside,51.508328,-0.097134,Arts,,Visionary,,Sam Wanamaker (1919-1993) Visionary who recreated Shakespeare's Globe,http://en.wikipedia.org/wiki/Sam_Wanamaker,"Sam Wanamaker was an American actor and film director, and is credited as being the key person behind the recreation of Shakespeare's Globe Theatre on Bankside. Wanamaker settled in England in 1952 after discovering that he was on the 'Hollywood blacklist', largely due to his public support for others on the list. Wanamaker had a lifelong love of Shakespeare, acting in several productions and was director of the New Shakespeare Theatre in Liverpool. On an early visit to London in 1949 he had sought evidence of the site of original theatre, and in 1970 he founded the Shakespeare Globe Trust to see it rebuilt, and this became his 'great obsession'. He died just 4 years before the project was completed and the theatre finally re-opened to the public.",
100,Sir,Charles,Eastlake,1793-1865,7 Fitzroy Square,Fitzrovia,51.523362,-0.139791,Arts,,Painter,,Sir Charles Eastlake (1793-1865) Painter and first director of the National Gallery lived here,http://en.wikipedia.org/wiki/Charles_Lock_Eastlake,"Sir Charles Lock Eastlake was a skilled historical painter, learning under Benjamin Haydon, and was later a student of the Royal Academy. The sale of an early painting of Napoleon allowed him to travel to study the old masters; these travels over many years were a great influence on his painting and his theories of art. Eastlake became keeper of the National Gallery in 1843 and director in 1855; he spent many summers abroad, acquiring works for the gallery, many of which can still be seen hanging in the public galleries. His purchases were of great significance and enabled the gallery to rival the other great art institutions of the world, such as the Louvre in Paris. Eastlake also set groundbreaking standards for conservation, management, and hanging of pictures, which are still followed today.",
